torque,position,velocity,commanded torque,time interval
0.0,-23.780792236328125,0.028728444129228592,0.0,0.001712799072265625
0.0,-23.780792236328125,-0.013332385569810867,0.005497561059137236,0.031158924102783203
0.0,-23.780899047851562,-0.053184445947408676,0.010993765677344901,0.0033931732177734375
0.0,-23.7808837890625,-0.05738236755132675,0.01648725774837493,0.003545045852661133
0.013202862814068794,-23.780853271484375,-0.014518344774842262,0.02197668183525968,0.0034160614013671875
0.019580189138650894,-23.780929565429688,-0.02598263882100582,0.027460683504745727,0.0034248828887939453
0.024569261819124222,-23.781097412109375,-0.04387873038649559,0.032937909661480004,0.0034720897674560547
0.031443040817976,-23.781387329101562,-0.05590776726603508,0.038407008881865844,0.003773927688598633
0.02834923006594181,-23.781707763671875,-0.06887800991535187,0.04386663174750649,0.003939151763916016
0.042983442544937134,-23.782577514648438,-0.20444145798683167,0.04931543117815393,0.003977775573730469
0.046419642865657806,-23.78314208984375,-0.21346482634544373,0.0547520627640808,0.0041751861572265625
0.05071193724870682,-23.784042358398438,-0.2580545246601105,0.06017518509779333,0.0035469532012939453
0.04800661653280258,-23.785232543945312,-0.3330649137496948,0.06558346010500361,0.0033729076385498047
0.0643395408987999,-23.786468505859375,-0.3372127115726471,0.07097555337477937,0.003907203674316406
0.07632308453321457,-23.788467407226562,-0.44324013590812683,0.07635013448878988,0.004099845886230469
0.07949880510568619,-23.7906494140625,-0.4526524543762207,0.08170587734956687,0.004895925521850586
0.07868194580078125,-23.792068481445312,-0.3772466480731964,0.08704146050769918,0.0042040348052978516
0.08281727135181427,-23.793655395507812,-0.36844927072525024,0.09235556748788051,0.0038030147552490234
0.09558363258838654,-23.79522705078125,-0.37848299741744995,0.09764688711373024,0.004149198532104492
0.10006661713123322,-23.796188354492188,-0.28715142607688904,0.10291411383130637,0.004015922546386719
0.10503703355789185,-23.797195434570312,-0.2676239609718323,0.10815594803123159,0.004007816314697266
0.11405004560947418,-23.797622680664062,-0.13775190711021423,0.11337109636935228,0.003977060317993164
0.11385997384786606,-23.798171997070312,-0.12493859231472015,0.11855827208585197,0.00403285026550293
0.12278829514980316,-23.798736572265625,-0.11312296241521835,0.12371619532273997,0.005052328109741211
0.1212637647986412,-23.799346923828125,-0.1644895076751709,0.12884359343963728,0.004038810729980469
0.12195979058742523,-23.800033569335938,-0.22422681748867035,0.13393920132778142,0.003885984420776367
0.1322282999753952,-23.801071166992188,-0.2698015868663788,0.1390017617221732,0.004931926727294922
0.1335720717906952,-23.802047729492188,-0.2640412151813507,0.14403002551178806,0.004075050354003906
0.1414482742547989,-23.80377197265625,-0.41874298453330994,0.14902275204777543,0.004093170166015625
0.1463095098733902,-23.806350708007812,-0.5418633818626404,0.1539787094495703,0.005012035369873047
0.1509096771478653,-23.808975219726562,-0.6376245617866516,0.15889667490884135,0.004521846771240234
0.15360099077224731,-23.811553955078125,-0.6978075504302979,0.16377543499120065,0.0037660598754882812
0.16268400847911835,-23.814910888671875,-0.8516063094139099,0.16861378593560036,0.003652811050415039
0.1665685772895813,-23.818283081054688,-0.9419028162956238,0.17341053395134265,0.004040956497192383
0.17048625648021698,-23.82269287109375,-1.1114453077316284,0.17816449551262994,0.0038080215454101562
0.17766055464744568,-23.82818603515625,-1.3310991525650024,0.18287449765058206,0.004186153411865234
0.17317484319210052,-23.833724975585938,-1.5133106708526611,0.18753937824264882,0.003895998001098633
0.1897793859243393,-23.84039306640625,-1.735543131828308,0.1921579862993461,0.003851175308227539
0.1940973401069641,-23.847061157226562,-1.8810144662857056,0.1967291822482457,0.0037119388580322266
0.19308270514011383,-23.853866577148438,-2.022947311401367,0.2012518382151475,0.0034198760986328125
0.19571754336357117,-23.86181640625,-2.1921820640563965,0.2057248383023656,0.0035729408264160156
0.19486749172210693,-23.869796752929688,-2.31070876121521,0.21014707886405937,0.003481149673461914
0.19118323922157288,-23.880783081054688,-2.5069377422332764,0.21451746877854175,0.003949880599975586
0.21110223233699799,-23.890701293945312,-2.793257713317871,0.21883492971749677,0.004003047943115234
0.2089829295873642,-23.903717041015625,-3.049945592880249,0.22309839641204135,0.004108905792236328
0.2144111841917038,-23.917327880859375,-3.455526828765869,0.22730681691556426,0.003931999206542969
0.21117642521858215,-23.932571411132812,-3.8303027153015137,0.23145915286327812,0.004045009613037109
0.2218758761882782,-23.954071044921875,-4.2491278648376465,0.23555437972842064,0.004851102828979492
0.23478806018829346,-23.971511840820312,-4.4578680992126465,0.239591487075041,0.004216909408569336
0.25377845764160156,-23.990966796875,-4.935572147369385,0.24356947880731,0.0038709640502929688
0.23616522550582886,-24.010528564453125,-5.124547958374023,0.2474873734152916,0.003973245620727539
0.2527284622192383,-24.0379638671875,-5.48422908782959,0.25134420421711606,0.0040318965911865234
0.252169132232666,-24.066986083984375,-5.730153560638428,0.255139019597494,0.006029844284057617
0.2549918591976166,-24.090576171875,-5.921939849853516,0.2588708832425134,0.004045009613037109
0.24954448640346527,-24.114532470703125,-6.002403259277344,0.2625388743706608,0.003940105438232422
0.2596985399723053,-24.140701293945312,-6.409611701965332,0.2661420879600108,0.003998994827270508
0.24760745465755463,-24.173049926757812,-6.673685073852539,0.2696796349715262,0.0050160884857177734
