torque,position,velocity,commanded torque,time interval
0.0,-41.85014343261719,-0.009322041645646095,0.0,0.00028395652770996094
0.0,-41.85008239746094,0.00993569940328598,0.003926829327955169,0.007778167724609375
0.0,-41.85008239746094,0.016041206195950508,0.007852689769532073,0.0032198429107666016
0.0,-41.850250244140625,-0.06282206624746323,0.011776612677410665,0.003322124481201172
0.007644995115697384,-41.85011291503906,-0.009573051705956459,0.015697629882328343,0.0032808780670166016
0.016909634694457054,-41.8502197265625,-0.016456637531518936,0.019614773931961236,0.003286123275756836
0.015583665110170841,-41.850433349609375,-0.051451895385980606,0.023527078329628578,0.0034101009368896484
0.022048136219382286,-41.8507080078125,-0.10439972579479218,0.027433577772761317,0.0032379627227783203
0.02591630443930626,-41.85105895996094,-0.13483311235904694,0.031333308391076065,0.003256082534790039
0.03119981475174427,-41.85148620605469,-0.12470544129610062,0.035225307984395667,0.0032439231872558594
0.027232829481363297,-41.85203552246094,-0.17591509222984314,0.03910861626005772,0.003228902816772461
0.025845875963568687,-41.852691650390625,-0.19851729273796082,0.04298227506985238,0.0031991004943847656
0.04021008312702179,-41.85322570800781,-0.16378559172153473,0.04684532864643115,0.0032351016998291016
0.04352561756968498,-41.853973388671875,-0.21023248136043549,0.05069682383912812,0.003259897232055664
0.04894232004880905,-41.85475158691406,-0.24854718148708344,0.054535810349135634,0.003262758255004883
0.054038744419813156,-41.85542297363281,-0.20444700121879578,0.05836134096397634,0.0032830238342285156
0.0636650025844574,-41.85626220703125,-0.24564199149608612,0.0621724717912137,0.003298044204711914
0.0658290833234787,-41.85711669921875,-0.2651445269584656,0.06596826249134323,0.0032472610473632812
0.06182299926877022,-41.857940673828125,-0.2544582784175873,0.06974777650980732,0.0032439231872558594
0.07007672637701035,-41.85893249511719,-0.2955966591835022,0.07351008130807599,0.003204822540283203
0.07154344022274017,-41.85986328125,-0.3022420108318329,0.07725424859373685,0.0031952857971191406
0.07467351108789444,-41.86088562011719,-0.3096841871738434,0.08097935454953735,0.003238677978515625
0.08401501923799515,-41.861968994140625,-0.3334912657737732,0.08468448006132284,0.003217935562133789
0.08228043466806412,-41.8631591796875,-0.3449490964412689,0.08836871094481427,0.0033652782440185547
0.09229789674282074,-41.86457824707031,-0.4289451241493225,0.09203113817116948,0.003242969512939453
0.08515237271785736,-41.866363525390625,-0.5035037994384766,0.09567085809127245,0.00347900390625
0.0902729481458664,-41.86827087402344,-0.5847074389457703,0.09928697265869516,0.003509998321533203
0.09679896384477615,-41.87043762207031,-0.5976023077964783,0.10287858965127719,0.0035309791564941406
0.09911204129457474,-41.87306213378906,-0.7284221649169922,0.10644482289126816,0.003515005111694336
0.10249283164739609,-41.87583923339844,-0.7984437346458435,0.10998479246397878,0.003392934799194336
0.10342541337013245,-41.87910461425781,-0.9301230311393738,0.11349762493488669,0.0034079551696777344
0.1083478182554245,-41.882720947265625,-1.0302900075912476,0.11698245356514334,0.0034248828887939453
0.11350640654563904,-41.88688659667969,-1.2346645593643188,0.12043841852542883,0.003399372100830078
0.11748171597719193,-41.89140319824219,-1.3658796548843384,0.1238646671081019,0.003396749496459961
0.11935248970985413,-41.89637756347656,-1.465356469154358,0.12726035393759283,0.0034029483795166016
0.1232077106833458,-41.901611328125,-1.573341727256775,0.1306246411789872,0.003340005874633789
0.1273392140865326,-41.9072265625,-1.6395983695983887,0.13395669874474916,0.003398895263671875
0.132259339094162,-41.9136962890625,-1.8511075973510742,0.13725570449953295,0.0034182071685791016
0.13597357273101807,-41.92063903808594,-2.0603573322296143,0.14052084446303265,0.003412008285522461
0.1329718679189682,-41.92832946777344,-2.238879680633545,0.14375131301081964,0.003398895263671875
0.13926252722740173,-41.936676025390625,-2.464200258255005,0.14694631307311828,0.0033540725708007812
0.14780542254447937,-41.94606018066406,-2.557488441467285,0.15010505633147098,0.003690958023071289
0.14306828379631042,-41.954986572265625,-2.636125087738037,0.15322676341324412,0.003403186798095703
0.14824162423610687,-41.96455383300781,-2.8207528591156006,0.15631066408392627,0.0034379959106445312
0.15375158190727234,-41.97468566894531,-2.9557392597198486,0.1593559974371724,0.0034508705139160156
0.17201215028762817,-41.98541259765625,-3.153876304626465,0.16236201208254591,0.0034720897674560547
0.15976831316947937,-41.996734619140625,-3.262885093688965,0.16532796633091296,0.003426790237426758
0.1675444394350052,-42.008697509765625,-3.464141845703125,0.16825312837744333,0.003421306610107422
0.16627006232738495,-42.02052307128906,-3.4702227115631104,0.17113677648217215,0.0034177303314208984
0.17880786955356598,-42.032623291015625,-3.555730104446411,0.17397819914807858,0.0034422874450683594
0.16471509635448456,-42.044769287109375,-3.6584889888763428,0.17677669529663687,0.0033788681030273438
0.17817892134189606,-42.05763244628906,-3.741807699203491,0.1795315744407972,0.0034449100494384766
0.1750921607017517,-42.070831298828125,-3.827862501144409,0.1822421568553529,0.0034661293029785156
