torque,position,velocity,commanded torque,time interval
0.0,-18.001449584960938,0.038953810930252075,0.0,0.0004029273986816406
0.0,-18.001556396484375,-0.024535885080695152,0.002356097596773101,0.021744251251220703
0.0,-18.001571655273438,-0.059267595410346985,0.004711613861719244,0.003496885299682617
0.001961288508027792,-18.001449584960938,0.019062303006649017,0.0070659676064463986,0.0034530162811279297
0.0068619814701378345,-18.001541137695312,-0.022992247715592384,0.009418577929397006,0.003954887390136719
0.008840843103826046,-18.001693725585938,-0.08398453146219254,0.01176886435917674,0.003912210464477539
0.010829774662852287,-18.00177001953125,-0.06694184988737106,0.014116246997777146,0.004103899002075195
0.014686661772429943,-18.00177001953125,-0.018875926733016968,0.01646014666365679,0.003718852996826172
0.019104843959212303,-18.001953125,-0.04179199039936066,0.01879998503464564,0.003735065460205078
0.024067360907793045,-18.002166748046875,-0.06566809117794037,0.0211351847906374,0.003593921661376953
0.021471373736858368,-18.002700805664062,-0.03445656597614288,0.023465169756034628,0.00702214241027832
0.021389981731772423,-18.002975463867188,-0.05173148587346077,0.025789365041911427,0.006164073944091797
0.030682187527418137,-18.003616333007812,-0.09059838205575943,0.02810719718785869,0.00511479377746582
0.02343512326478958,-18.004074096679688,-0.11429248750209808,0.030418094303476872,0.007797956466674805
0.027061372995376587,-18.00439453125,-0.06064184755086899,0.03272148620948138,0.005147218704223633
0.04339747875928879,-18.004959106445312,-0.13924789428710938,0.0350168045783858,0.004248142242431641
0.03221474587917328,-18.005294799804688,-0.09418761730194092,0.037303483074728215,0.003815889358520508
0.045677684247493744,-18.005645751953125,-0.06870510429143906,0.03958095749480594,0.0037031173706054688
0.026154950261116028,-18.006439208984375,-0.1740485280752182,0.04184866590588439,0.0038399696350097656
0.04067985340952873,-18.007232666015625,-0.2355615794658661,0.04410604878484559,0.004138946533203125
0.04547348991036415,-18.008041381835938,-0.2640497386455536,0.04635254915624211,0.003507852554321289
0.04704982042312622,-18.008926391601562,-0.2473459094762802,0.04858761272972241,0.0034818649291992188
0.04803280904889107,-18.010269165039062,-0.36464303731918335,0.05081068803679371,0.003606081008911133
0.047816596925258636,-18.0118408203125,-0.46967288851737976,0.05302122656688856,0.003366231918334961
0.05035711079835892,-18.01361083984375,-0.5218929052352905,0.05521868290270169,0.003489971160888672
0.05260755866765976,-18.015609741210938,-0.600749671459198,0.05740251485476346,0.003526926040649414
0.0570039339363575,-18.017929077148438,-0.6488093733787537,0.05957218359521709,0.0035331249237060547
0.057165395468473434,-18.020416259765625,-0.6686947345733643,0.06172715379076631,0.0035588741302490234
0.06301140785217285,-18.023162841796875,-0.7596563696861267,0.0638668937347609,0.00357818603515625
0.06149319186806679,-18.02593994140625,-0.7769376635551453,0.06599087547838726,0.003677845001220703
0.07106070965528488,-18.0289306640625,-0.8143362998962402,0.06809857496093201,0.003593921661376953
0.06817787885665894,-18.032211303710938,-0.8845842480659485,0.070189472139086,0.0037262439727783203
0.06873862445354462,-18.0355224609375,-0.9266892075538635,0.0722630511152573,0.0037016868591308594
0.07285961508750916,-18.03912353515625,-1.0142933130264282,0.07431880026486114,0.0036301612854003906
0.06919310986995697,-18.042709350585938,-1.0029664039611816,0.0763562123625557,0.0034847259521484375
0.07095451653003693,-18.046630859375,-1.0912421941757202,0.07837478470739231,0.0034990310668945312
0.07527322322130203,-18.050765991210938,-1.1540980339050293,0.08037401924684949,0.003567218780517578
0.07883915305137634,-18.055191040039062,-1.3179928064346313,0.08235342269971976,0.0034418106079101562
0.07725152373313904,-18.060150146484375,-1.395920991897583,0.08431250667781959,0.003554105758666992
0.08036632835865021,-18.06512451171875,-1.469349980354309,0.08625078780649179,0.0034182071685791016
0.07775358855724335,-18.07025146484375,-1.4805506467819214,0.08816778784387097,0.0034568309783935547
0.08057747781276703,-18.075714111328125,-1.5505160093307495,0.09006303379888259,0.0034699440002441406
0.09508462995290756,-18.081298828125,-1.5229682922363281,0.09193605804794647,0.003531932830810547
0.08886934071779251,-18.086944580078125,-1.596949815750122,0.09378639845035576,0.003492116928100586
0.09199565649032593,-18.092758178710938,-1.6283304691314697,0.09561359846230344,0.003513813018798828
0.09355334937572479,-18.098663330078125,-1.6510329246520996,0.09741720724952754,0.003549337387084961
0.09839427471160889,-18.104873657226562,-1.7750568389892578,0.09919677979854777,0.003507852554321289
0.09290196746587753,-18.111068725585938,-1.7358256578445435,0.10095187702646599,0.003551006317138672
0.09674835950136185,-18.117340087890625,-1.8344295024871826,0.10268206588930329,0.0034940242767333984
0.10094473510980606,-18.127090454101562,-2.0401721000671387,0.10438691948884714,0.004773139953613281
0.1075727716088295,-18.134384155273438,-2.015071392059326,0.10606601717798211,0.0036847591400146484
0.10868413746356964,-18.142135620117188,-2.1748127937316895,0.10771894466447832,0.0034570693969726562
0.11017081141471863,-18.149734497070312,-2.1642837524414062,0.10934529411321173,0.0035560131072998047
0.10479649156332016,-18.157638549804688,-2.2578237056732178,0.11094466424679146,0.0035619735717773438
0.10455995053052902,-18.165435791015625,-2.3053503036499023,0.11251666044456893,0.0034618377685546875
0.11055377870798111,-18.17401123046875,-2.418821334838867,0.11406089484000463,0.003548145294189453
0.1132381409406662,-18.182388305664062,-2.4528191089630127,0.11557698641636838,0.0034530162811279297
0.1087200790643692,-18.190887451171875,-2.535604476928711,0.11706456110074945,0.0033979415893554688
0.11973071843385696,-18.201629638671875,-2.5605216026306152,0.11852325185635355,0.0035271644592285156
0.11905274540185928,-18.213424682617188,-2.7005221843719482,0.11995269877306357,0.004873037338256836
