torque,position,velocity,commanded torque,time interval
0.0,-33.99812316894531,-0.03966018930077553,0.0,0.0004820823669433594
0.0,-33.99809265136719,-0.009019726887345314,0.005497561059137236,0.00845193862915039
0.0,-33.99812316894531,-0.022171983495354652,0.010993765677344901,0.0032138824462890625
0.0,-33.998077392578125,-0.0015211871359497309,0.01648725774837493,0.003183126449584961
0.013526607304811478,-33.99809265136719,-0.013813769444823265,0.02197668183525968,0.0031728744506835938
0.019551506265997887,-33.99824523925781,-0.07774270325899124,0.027460683504745727,0.003269195556640625
0.028243783861398697,-33.99830627441406,-0.04360711947083473,0.032937909661480004,0.003239870071411133
0.025764169171452522,-33.99861145019531,-0.09459715336561203,0.038407008881865844,0.003297090530395508
0.03281235322356224,-33.99896240234375,-0.09066907316446304,0.04386663174750649,0.003278017044067383
0.04751286283135414,-33.999481201171875,-0.1313934475183487,0.04931543117815393,0.0032520294189453125
0.05067331716418266,-34.000213623046875,-0.20602744817733765,0.0547520627640808,0.0033037662506103516
0.056896138936281204,-34.000885009765625,-0.2197287380695343,0.06017518509779333,0.003256082534790039
0.058349333703517914,-34.00178527832031,-0.24009083211421967,0.06558346010500361,0.0032711029052734375
0.06394394487142563,-34.00282287597656,-0.32615774869918823,0.07097555337477937,0.003208160400390625
0.07119172811508179,-34.003753662109375,-0.283883661031723,0.07635013448878988,0.0032126903533935547
0.08469240367412567,-34.00486755371094,-0.28688308596611023,0.08170587734956687,0.0033130645751953125
0.08308345079421997,-34.006072998046875,-0.347247838973999,0.08704146050769918,0.003268003463745117
0.08401310443878174,-34.00736999511719,-0.39508798718452454,0.09235556748788051,0.0032308101654052734
0.09346386045217514,-34.008575439453125,-0.37739887833595276,0.09764688711373024,0.0032651424407958984
0.09900995343923569,-34.01008605957031,-0.4586717486381531,0.10291411383130637,0.003238201141357422
0.10427846759557724,-34.011566162109375,-0.4694709777832031,0.10815594803123159,0.0031919479370117188
0.10723093152046204,-34.01359558105469,-0.6291175484657288,0.11337109636935228,0.0032358169555664062
0.11469455063343048,-34.01567077636719,-0.696020781993866,0.11855827208585197,0.0032472610473632812
0.11779365688562393,-34.01820373535156,-0.7898436784744263,0.12371619532273997,0.0032699108123779297
0.11692339926958084,-34.021026611328125,-0.8853169083595276,0.12884359343963728,0.003220796585083008
0.12343823909759521,-34.024139404296875,-0.9813608527183533,0.13393920132778142,0.0032503604888916016
0.13322195410728455,-34.027313232421875,-0.9829357862472534,0.1390017617221732,0.003282785415649414
0.13944849371910095,-34.03120422363281,-1.1116029024124146,0.14403002551178806,0.0035011768341064453
0.147511288523674,-34.035003662109375,-1.1783679723739624,0.14902275204777543,0.0033707618713378906
0.14652588963508606,-34.03898620605469,-1.2214512825012207,0.1539787094495703,0.0033011436462402344
0.15441840887069702,-34.04328918457031,-1.3098093271255493,0.15889667490884135,0.003281831741333008
0.15740953385829926,-34.04833984375,-1.4090031385421753,0.16377543499120065,0.0035729408264160156
0.16528429090976715,-34.05372619628906,-1.5105186700820923,0.16861378593560036,0.003553152084350586
0.17052562534809113,-34.05979919433594,-1.7460976839065552,0.17341053395134265,0.0035300254821777344
0.16839201748371124,-34.066131591796875,-1.9148688316345215,0.17816449551262994,0.003445863723754883
0.1670079231262207,-34.073211669921875,-2.037066698074341,0.18287449765058206,0.0034742355346679688
0.18013855814933777,-34.08062744140625,-2.135218858718872,0.18753937824264882,0.003446817398071289
0.18434831500053406,-34.08827209472656,-2.189797878265381,0.1921579862993461,0.0034122467041015625
0.18180561065673828,-34.09635925292969,-2.3213324546813965,0.1967291822482457,0.003476858139038086
0.19483043253421783,-34.104705810546875,-2.4611315727233887,0.2012518382151475,0.0034351348876953125
0.19449052214622498,-34.1138916015625,-2.6583032608032227,0.2057248383023656,0.003409862518310547
0.1995764821767807,-34.123809814453125,-2.930734872817993,0.21014707886405937,0.0033979415893554688
0.219821035861969,-34.13458251953125,-3.1022720336914062,0.21451746877854175,0.003400087356567383
0.2113824039697647,-34.14605712890625,-3.3472776412963867,0.21883492971749677,0.003498077392578125
0.20944151282310486,-34.15840148925781,-3.485107421875,0.22309839641204135,0.003515958786010742
0.2074304074048996,-34.1715087890625,-3.7535617351531982,0.22730681691556426,0.0035507678985595703
0.22835959494113922,-34.18531799316406,-4.037200927734375,0.23145915286327812,0.0034711360931396484
0.2338975965976715,-34.19970703125,-4.235239028930664,0.23555437972842064,0.003412961959838867
0.22693906724452972,-34.21473693847656,-4.368078708648682,0.239591487075041,0.0034341812133789062
0.2489396631717682,-34.23114013671875,-4.691025733947754,0.24356947880731,0.0033788681030273438
0.2471875548362732,-34.249786376953125,-4.812946796417236,0.2474873734152916,0.003957033157348633
0.25420495867729187,-34.26747131347656,-5.122979164123535,0.25134420421711606,0.003387928009033203
0.254821240901947,-34.28590393066406,-5.2728495597839355,0.255139019597494,0.0035829544067382812
0.23837003111839294,-34.30458068847656,-5.41900634765625,0.2588708832425134,0.003459930419921875
0.2674197256565094,-34.32342529296875,-5.360750675201416,0.2625388743706608,0.0034329891204833984
0.2687787413597107,-34.34295654296875,-5.681127548217773,0.2661420879600108,0.003509044647216797
0.25193849205970764,-34.36192321777344,-5.6939897537231445,0.2696796349715262,0.003400087356567383
0.2570360004901886,-34.383148193359375,-6.090980052947998,0.27315064256841537,0.0034329891204833984
0.2543565332889557,-34.40388488769531,-6.0982255935668945,0.2765542543314916,0.0034079551696777344
0.2736760973930359,-34.42730712890625,-6.575076103210449,0.27988963047048165,0.0035109519958496094
